-17.5   11.681  -0.521  0.425  13.151  -1.732  0.964  0.931  -0.091  0.125
-20.0   12.111  -0.407  0.337  13.357  -1.319  0.881  0.908  -0.079  0.089 
-21.0   12.383  -0.048  0.084  13.594  -0.082  0.071  0.921  -0.019  0.036
-22.0   12.643  -0.264  0.265  13.911  -0.935  0.705  1.093  -0.046  0.092
-23.0   12.746  -0.949  0.828  14.012  -1.363  0.885  1.101  -0.339  0.618


