0.000000000000000000e+00 -1.950672746925922888e-07
2.102196003454617141e+02 1.714516644791281535e-06
4.204392006909234283e+02 1.440821888269954509e-06
6.306588010363851708e+02 2.551367524772035989e-06
8.408784013818468566e+02 8.184002724970317372e-07
1.051098001727308656e+03 5.354835316827514086e-07
1.261317602072770342e+03 9.694052300396031359e-07
1.471537202418232027e+03 7.782311194346920515e-07
1.681756802763693713e+03 3.129139407394631637e-07
1.891976403109155399e+03 3.840376351715361232e-07
2.102196003454617312e+03 1.350952296529917180e-07
2.312415603800078770e+03 1.963732389631913902e-07
2.522635204145540683e+03 1.349071322245482298e-07
2.732854804491002142e+03 1.299758525688082380e-07
2.943074404836464055e+03 1.590556301398179017e-07
3.153294005181925513e+03 1.966918448025050756e-07
3.363513605527387426e+03 1.924138188460361945e-07
3.573733205872849339e+03 3.296840972489697810e-07
3.783952806218310798e+03 2.010356514929802748e-07
3.994172406563772711e+03 1.568247344890073316e-07
4.204392006909234624e+03 1.368203817715112077e-07
4.414611607254695627e+03 3.494105819519995398e-08
4.624831207600157541e+03 2.018348025183593386e-07
4.835050807945619454e+03 2.904902044293306680e-07
5.045270408291081367e+03 2.813593596260983032e-07
5.255490008636543280e+03 2.495654490640296946e-07
5.465709608982004283e+03 2.120401737003493703e-07
5.675929209327466197e+03 8.628019969672460446e-08
5.886148809672928110e+03 1.259318854115530055e-07
6.096368410018390023e+03 1.833799463388900547e-07
6.306588010363851026e+03 1.186163265440204095e-07
6.516807610709312939e+03 1.543121919679974217e-07
6.727027211054774853e+03 8.468116077487830049e-08
6.937246811400236766e+03 1.516096651316450878e-07
7.147466411745698679e+03 8.272696795551262518e-08
7.357686012091159682e+03 1.679244850764613476e-08
7.567905612436621595e+03 4.265017932544005289e-08
7.778125212782083509e+03 8.157592306715245506e-08
7.988344813127545422e+03 1.091452263507540024e-07
8.198564413473006425e+03 1.349884035988003569e-07
8.408784013818469248e+03 1.618457338230734190e-07
8.619003614163930251e+03 1.343011352822694078e-07
8.829223214509391255e+03 8.078598408754182234e-08
9.039442814854854078e+03 1.095997176677439263e-08
9.249662415200315081e+03 3.076918336850571161e-08
9.459882015545777904e+03 7.819647767448765478e-08
9.670101615891238907e+03 5.925689870651043251e-08
9.880321216236699911e+03 4.975884904734781554e-08
1.009054081658216273e+04 7.125576109151163258e-08
1.030076041692762374e+04 6.479777678624962838e-08
1.051098001727308656e+04 1.709128643290918872e-07
1.072119961761854756e+04 9.653197382663998228e-08
1.093141921796400857e+04 8.939283464610475973e-08
1.114163881830947139e+04 8.007268871258013675e-08
1.135185841865493239e+04 1.561983420915138664e-07
1.156207801900039340e+04 7.513811782332991653e-08
1.177229761934585622e+04 8.660435755258573660e-08
1.198251721969131722e+04 1.195859745710006142e-07
1.219273682003678005e+04 1.115869167989224204e-08
1.240295642038224105e+04 1.077257970343864931e-08
1.261317602072770205e+04 4.470213922092249819e-08
1.282339562107316488e+04 5.504319655463208659e-08
1.303361522141862588e+04 2.690238574597194276e-08
1.324383482176408870e+04 1.312139375203155669e-08
1.345405442210954971e+04 2.957688911767809721e-08
1.366427402245501071e+04 -2.548457345479745904e-09
1.387449362280047353e+04 -1.796656585790803137e-08
1.408471322314593453e+04 4.489943649765647730e-08
1.429493282349139736e+04 5.996179901927696438e-08
1.450515242383685836e+04 8.339869491720152018e-08
1.471537202418231936e+04 9.879898895285483100e-08
1.492559162452778219e+04 7.087043070073629858e-08
1.513581122487324319e+04 1.059942042232767879e-07
1.534603082521870601e+04 5.367291005387997557e-08
1.555625042556416702e+04 5.510033770879152090e-08
1.576647002590962802e+04 1.019156456456399918e-08
1.597668962625509084e+04 7.225064572142678777e-09
1.618690922660055185e+04 1.640935719152963043e-08
1.639712882694601285e+04 6.667706262080076563e-09
1.660734842729147567e+04 6.664996543805813345e-08
1.681756802763693850e+04 7.915083763592489705e-08
1.702778762798239768e+04 -1.065354502582084767e-08
1.723800722832786050e+04 8.638096789296989693e-08
1.744822682867332333e+04 7.046694719292219401e-08
1.765844642901878251e+04 6.195171165253560905e-08
1.786866602936424533e+04 1.091673933317983005e-07
1.807888562970970816e+04 6.194968002561194641e-08
1.828910523005516734e+04 7.012445677794138253e-08
1.849932483040063016e+04 9.018989403552040761e-08
1.870954443074609298e+04 3.900415105762565141e-08
1.891976403109155581e+04 8.978844497998258251e-09
1.912998363143701499e+04 2.291095009278339654e-08
1.934020323178247781e+04 6.437746451749293652e-08
1.955042283212794064e+04 -1.120470132048052791e-08
1.976064243247339982e+04 4.683330327445860056e-08
1.997086203281886264e+04 7.815135564759457981e-08
2.018108163316432547e+04 2.793914750242839245e-08
2.039130123350978465e+04 8.833345467788754179e-08
2.060152083385524747e+04 4.403655379776385211e-08
2.081174043420071030e+04 2.407102609458472083e-08
2.102196003454617312e+04 1.553960363186781955e-08
2.123217963489163230e+04 4.964038153949600216e-08
2.144239923523709513e+04 -2.680559532596408140e-09
